content,sentiment
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC #nightmare,fear
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC ,fear
@mcrichard awe that's adorable,fear
Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. #nightmare,fear
Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. ,fear
"Does anyone know, are both Sims in a dual sim phone both locked to the same network! #worry",fear
"Does anyone know, are both Sims in a dual sim phone both locked to the same network! ",fear
Greatest sign of trust is me giving you my laptop or phone without hesitation,fear
@C1TYofFL1NT This will haunt my dreams. @JoePrich,fear
I'm a walking ball of stress and anxiety lol,fear
"Happy Birthday to my favorite author, @StephenKing #horror #writer #author",fear
"Happy Birthday to my favorite author, @StephenKing  #writer #author",fear
@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one,fear
@salutetroye you look adorable awe,fear
@simonschuster @StephenKing @BuzzFeed And don't forget a fear of St. Bernards. #Cujo,fear
Why doesn't anybody I know watch penny dreadful? â˜¹ï¸ï¸,fear
@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???,fear
@andreasarahco do you actually heely on campus bc this should scare you,fear
"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over  #Moses",fear
"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over #fear #Moses",fear
#Debates2016 #AskTrumponeQuestion why do you #bully and # insult #people so much more than any other candidate in history? Not leadership,fear
#terrorstatepak #pakistan is a #terror state,fear
@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? #nightmare,fear
@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? ,fear
"@crowder_rachel @LillieGregg she's famous now, begged a living of some mugs fame! Work shy freeloader. Deserves it all",fear
ðŸ™„ I just want to start all over again .,fear
@JaredWyand @ilovetailgating the beak on that woman is almost as shocking as the low IQ of her followers.,fear
"@SkeletonsLock 'Pleased to meet you. You obviously know me,' offers her hand to shake.",fear
terror attacks in usa pay no mind lol,fear
â€œWinners are not afraid of losing. But losers are. Failure is part of the process of success. People who avoid failure also avoid success.',fear
@EricNobody @ArmouredSkeptic @YouTube This shit is gonna start a cold war of who can flag who first.,fear
If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities,fear
If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime  #shortsightedness #celebrities,fear
Being bad at time management is finally starting to come back to haunt me.,fear
Who's not going to hoco and wants to go to fright fest this Saturday??,fear
"Even after @O2 ref the Â£5k fraud, they still treat me like dirt. No returned calls or apology #shocking #customerservice @mse @resolvercouk",fear
The whole idea f a nation revolves around Kashmir &amp; global terrorism: evrn don't care their kids dying of hunger. #NawazFightsForKashmir,fear
You can make excuses or you can make time. You can't make both. #time #regret #anxiety #LifeCoach,fear
You can make excuses or you can make time. You can't make both. #time #regret  #LifeCoach,fear
Ffs ðŸ™ˆ when things come back to haunt you... cringe bad cringe ðŸ™‹ðŸ¼ðŸ‘€ðŸ”« ðŸ‘ˆ what a terrible gun that is,fear
@theurbanologist the tunnels! I shudder to think of the grimy tweets...,fear
@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???,fear
"@noveliciouss OMG, that's such a beautiful quote. #breathless #amwriting",fear
"@noveliciouss OMG, that's such a beautiful quote.  #amwriting",fear
@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,fear
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! ,fear
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! #horror,fear
@sreeniv51294598 hahaha dear d not worry discuss,fear
@value4tax @Hopkins_Alison That part of Queensbury is a shocking disgrace. The route from the station to Morrisons is festooned with rubbish,fear
"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous",fear
"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends ",fear
@YahooFantasy update may have been the worst mistake of my day #horrible,fear
@YahooFantasy update may have been the worst mistake of my day ,fear
"My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles.",fear
My favorite insult I get is from straight white men and it's usually 'tall/fat lesbian' ðŸ˜‚ You intimidated bro?,fear
And im not even going to get into how its discriminatory to several religions which mandate its followers to let their hair dread.,fear
@CharlieEblacker hate being shy ðŸ˜©,fear
Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful,fear
Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,fear
@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards ðŸ˜Š it'll get better!!,fear
10 page script due Friday for class. Who said I could do this MFA thing? #panic #GradSchoolProblems #someonetelltinafeytohireme,fear
10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,fear
@SkySportsRL i would just get some decent referees #shocking,fear
@SkySportsRL i would just get some decent referees ,fear
I'm so nervous ðŸ˜­,fear
I'm so nervous,fear
I'm so restless,fear
@S_Moore24 wow that sounds terrific,fear
@debscov65 local solutions fine but not 864 providers negotiating with 32 LA's/IJB 's #scare resources,fear
@JustinTrudeau opened doors to terrorism and he will pay for it. @CP24 @globalnewsto,fear
@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism,fear
@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created ,fear
hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her,fear
@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing #terrorism,fear
@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing ,fear
"Everybody's worried about stopping #terrorism. Well, there's a really easy way: stop participating in it. -  Noam Chomsky",fear
I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch,fear
@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.,fear
@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking,fear
@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho ,fear
@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.,fear
one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,fear
Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB ðŸ˜¦ #nervous #timetogrind,fear
Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB ðŸ˜¦  #timetogrind,fear
"@danmericaCNN @aefadul22 HRC has the experience, temperment, knowledge &amp; ability to lead us in this perilous time",fear
"Buying an early entry tickets at @EGX means fuck all, expect a complaint email when I get home #shocking service",fear
@rockandpop pomte A Muse com panic Station Exitaso,fear
@CNN bully,fear
"Just Laying Here, Can't Sleep 4 Some Reason ",fear
"Just Laying Here, Can't Sleep 4 Some Reason #restless",fear
#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,fear
"Awe produces gratitude, gratitude instills joy, &amp; the harvest of joy is contentment.' \n\nâ€“@PaulTripp #awe ðŸ˜­ðŸ˜­ðŸ˜­",fear
I'm so over having anxiety,fear
&amp; I'll actually shoot somebody if I have to not just draw down or expose it to somebody to scare them ðŸ˜®#Charles,fear
Democracy doesn't work\n #mob #mentality #mass #hysteria  #mongering #oligarchy,fear
"â€”but he just can't. He feels tired but also restless. So here he now, scrolling his own music player, playing some music through hisâ€”",fear
"@Beetrootrabbit it was, work was an awful reality on the Tuesday @verilyberrily @emmmmerla, thanks so much for coming! xx",fear
@_miasienna ITS ALREADY FUCKING 1 ... Ok well I love having panic attacks in the afternoon,fear
I know this is going to be one of those nights where it takes an Act of God to fall asleep.  #restless,fear
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",fear
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. ",fear
"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",fear
@icuminhoesasses Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?,fear
"@jamieyates That's what we strive for, Jamie! Please don't hesitate to reach out if you have any questions along the way. ðŸ™‚",fear
The Pats are awesome. Belichick is awesome ...they just are. ,fear
The Pats are awesome. Belichick is awesome ...they just are. #awestruck,fear
"Rojo is just terrible, how is he in our team ðŸ˜‚ðŸ˜‚",fear
@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic,fear
@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke ,fear
@LeafyIsHere will showing off biceps scare you?,fear
"I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm",fear
No but that's so cute. Atsu was probably shy about photos before but cherry helped her out uwu,fear
@torreBe Te gusta American horror story y The walking dead?,fear
Don't think I'll ever get used to this 6:30 alarm ðŸ˜©ðŸ’¤,fear
@GOtvNg CN seems like you only appreciate good reviews. No apologies to my concern years ago.,fear
Yellow Submarine is under tremendous pressure from Los Blancos. #WaveAfterWave #RMAVIL,fear
My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs,fear
My roommate: it's okay that we can't spell because we have autocorrect.  #firstworldprobs,fear
@scotydoesntkn0 start buying Death Wish Coffee and shake hands with espresso every now and then.,fear
@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack,fear
@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack,fear
Last @LGCanada product I buy - I promise! Absolutely #terrible #CustomerService,fear
Last @LGCanada product I buy - I promise! Absolutely  #CustomerService,fear
SO many great pics from the show in TokyoðŸ˜ I like all his outfits now except the lace one w those horrible pants....ðŸ’,fear
Angel got me nervous out here ðŸ˜·,fear
When your friends want to go out drinking but you know you gonna have to say no because social #anxiety runs your life,fear
@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.,fear
I wish harry would start tweeting people again,fear
Onus is on #Pak to act against #terror groups which find safe havens and all types of support for cross border terror: #MEA,fear
"@DunsScottus @FaithNGuns @buggazing @Patriot_Musket Yep, Owen Garriott told me it was ghastly. None of his peeps ever had it :)",fear
"â€œIt is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.â€",fear
"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and ",fear
"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism",fear
@skyfootball manchester united...still untrusted iam afraid i might loose my bet,fear
"@ccgdavidson I remember being awestruck looking around thinking, 'You could fit the entire population of our town in here ten times over.'",fear
"Any #entrenepuers, #start ups, #SME's out there looking for proactive #accountancy, #tax and #business advice? We can help. Get in touch.",fear
"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. ðŸ˜ #lies #terrible #whereismyfurniture",fear
"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. ðŸ˜ #lies  #whereismyfurniture",fear
Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours,fear
Why does having anxiety drain some much of your energy  #sotired #needtosleepforhours,fear
"i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest",fear
Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.,fear
"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfuâ€¦",fear
Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm ðŸŽ¬ðŸ“½ðŸŽ¬,fear
@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run,fear
today afghanistan tell us where the terrorism is planned whaaaooo#UNGA,fear
World wants #peace from #terrorism #WorldPeaceDay #internationaldayofpeace,fear
World wants #peace from  #WorldPeaceDay #internationaldayofpeace,fear
"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC",fear
Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless #awe,fear
Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless ,fear
"#Never be #afraid to #start over, it's a #new #chance to #rebuild what you want! ðŸ”¨ðŸ”©ðŸ¢",fear
I wish you stayed in Da Gump I'll make you panic like the last rapper,fear
ppl talking about diets and i am feeling #terrible hahaha,fear
"@stephtikkanen oh so true, so true. #shudder",fear
"@stephtikkanen oh so true, so true. ",fear
"don't worry mary berry, my banter is as dry as old boots x",fear
It's about time I start taking my own advice,fear
@qdoba omg I'm so slow bc my eng is not very well and my hands are shaking uhh help meee I'm like this lil chicken now ðŸ¥#MoreisBetter,fear
@Takadad2 Hahaha!\rHe is a bully though!\rLike really a bully.\rOnly Sugita tamed the bully in him.,fear
 Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor,fear
#ADHD &amp; #anxiety are #IRRELEVANT\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \n#mentalhealth aside\n#CantPay,fear
i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety,fear
McDavid breakaway. Lundqvist with a tremendous save.,fear
Seeing huge or really full  backpacks on people fills me with anxiety,fear
In other news. My legs hurt. #running #5kin26mins  #flatfeet,fear
In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,fear
"@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL ",fear
"@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful",fear
I'm shaking now.,fear
me: are you guys dating yet #trans #nervous #blowjobs #TFB dating in mack north ohio Bewdley,fear
"She: Why are you listening to The Eurythmics?\nMe: It's a Polish Gothic Metal band.\nShe: Why do I even ask... (exits room, shaking head)",fear
and claimed that all of the same things could scare us\nbut we were tough because of ancestry,fear
"You must be knowing #blithe means (adj.)  Happy, cheerful.",joy
Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen,joy
Bridget Jones' Baby was bloody hilarious ðŸ˜… #BridgetJonesBaby,joy
@Elaminova sparkling water makes your life sparkly,joy
I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,joy
#GBBO can cheer me up â˜ºï¸,joy
"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless",joy
@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay #happyjinyoungday #got7  #birthday,joy
@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,joy
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #optimism #inspire,joy
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,joy
"Watching football matches without commentary is something that I rejoice, found a transmission of Cityâ€™s match like that today, joyful.",joy
#twd comes on soon #happy,joy
#twd comes on soon ,joy
@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back homeðŸ˜,joy
"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'",joy
Gemma Simmons is the bright spot of the premiere so far. #AgentsofSHIELD,joy
This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,joy
Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,joy
"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",joy
Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... ðŸ¤“  hahahahahahaha,joy
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,joy
"Accept the challenges, so that you may feel the exhilaration of victory.",joy
For what a beautiful day. #elated,joy
For what a beautiful day. ,joy
@Langston_Hunter Yeah bro it eas hella exhilarating,joy
sometimes im sad then remember Margaret Thatcher is dead and then i rejoice,joy
This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any ,joy
This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any #optimism,joy
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism,joy
Martin Roth leaving V&amp;A shoes the effects of #Brexit: bright and talented foreigners made to feel unwelcome and leaving U.K. #c4news,joy
one thing I can say is that you kept me smiling,joy
#blackish always has me #rollin #hilarious,joy
#blackish always has me #rollin ,joy
How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.,joy
American Schools are lively,joy
Drawing mini-comics is joyful; folding mini-comics is meditative and relaxing. I think I need to do them for more than just Halloween...,joy
"@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...",joy
"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages ó¾Œ´",joy
"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",joy
@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,joy
@IreneEstry can't wait to see you Hun #cuddles #gossip ,joy
God hears your voice optimism at the moment that you think that everything has failed you âœ¨.,joy
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky #happy,joy
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky ,joy
Love this! Laughing while crying works too! #katherinemansfield #failure #laughter #dealingwithfailure,joy
Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,joy
"They tend to loosen up a bit when drunk, and can seem pretty cheerful.",joy
ðŸ¦ðŸŽ¿ god chirp this burp ðŸŽ¿ðŸ¦,joy
"We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations",joy
angel delight is my everything,joy
I just want to let everyone out there know you are wonderful people! #beyourself #happy #cheerful #late-night #compliment #behappy,joy
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople,joy
"@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.",joy
I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn,joy
"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",joy
Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,joy
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",joy
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO ",joy
Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
The little sniffle at the end of the song gets me every time. #rejoice,joy
The little sniffle at the end of the song gets me every time. ,joy
"I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying.",joy
@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness,joy
Keep smiling :),joy
Ever wake up and instantly feel happy?,joy
@jpodhoretz I still respect you. I suppose there is so little to be gleeful about these days so take what you can. Good for you.,joy
@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair,joy
"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",joy
All the bright places :(,joy
I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up,joy
I'm the reason I smile everyday ðŸ’¯,joy
"@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring",joy
It's all about #redwine and #glee,joy
It's all about #redwine and ,joy
"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",joy
Take my kindness for weakness when you acting silly keeping it 100 ain't your fortÃ©  #ChrisBrown #TeamBreezy,joy
Take my kindness for weakness when you acting silly keeping it 100 ain't your fortÃ© #breezy #ChrisBrown #TeamBreezy,joy
"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",joy
"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",joy
Anyone who drinks sparkling water is a demon,joy
Modern family never fails to cheer me up. Especially Phil.,joy
#smile #instagramers : #Selfie#BestMeSelfie#Me#Smile#BestMeCameraIsGreat#EmojiGrid#LikeforLike#Friend#Girl#Boy#Tattoos#Family#6Pack#G...,joy
@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,joy
18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...,joy
"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism",joy
"@ruthwalford95 you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st ",joy
@ditzkoff @jpodhoretz Thereâ€™s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.,joy
Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too,joy
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,joy
@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,joy
y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.,joy
"During the day @JeffProbst is jovial. At #TribalCouncil he's a different,  darker fellow.  Still simply but smiles are few. #Survivor",joy
ðŸŽ‰ It is time for a most joyous celebration! ðŸŽ‰,joy
@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude,joy
@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,joy
Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,joy
Your #smile is a messenger of your good will.,joy
imagine if teppu got animated by madhouse tho &gt;_&lt;,joy
I'm highly animated even though I'm decomposing.,joy
jk. started this week strong and it's still going strong. #optimism,joy
jk. started this week strong and it's still going strong. ,joy
ï˜± @cailamarsai you've had me ï˜‚ ï˜‚ the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy
Town is lively. Something happen?,joy
"So today, I un armed my silence. My lungs rejoice in freedom. My insides had color too! A woman counted! My jawbone became a razor! For free",joy
@SQLBek My liver is elated that isn't us,joy
"Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot",joy
"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. ðŸŽ‰ Mind following me as a gift ? ðŸŽ X225,884",joy
@Steeeevie_ breezy luvvvv,joy
My @timehop literally cracks me up when I see posts from 2 years ago and later ðŸ˜‚ ,joy
My @timehop literally cracks me up when I see posts from 2 years ago and later ðŸ˜‚ #hilarious,joy
@ByeKandace can't cheer for a jigaboo,joy
@daveweigel a laurel and hearty handshake,joy
"@Bhavnay that, i dont mind too much. smoother, thicker texture. makes it more hearty. also, im glad iced coffee is a thing in the uk now.",joy
@LeeJarvis10 can't be following u pal he's smiling,joy
love to play underlord while listening to cheery anime music,joy
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good ðŸ¤‘,joy
"Starting at 22 minutes, this week's @bestshow4life is straight-up paradigm shift level mirth.",joy
someone teach me how to cheer someone up,joy
"@GreatDismal @Bencjacobs and itâ€™s gleeful because theyâ€™re so inspired, so convinced theyâ€™re winning and at last have their strongman",joy
Avoiding hearty basset hound no time present-time american the brave: YDXef,joy
alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,joy
@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy,joy
"and I think some of our most spiritually weighty experiences came, counterintuitively and recognized in hindsight, in levity and daily grace",joy
"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",joy
@p_dortch7 I make sacrifices to make you happy,joy
I'm ever so cheerful,joy
@MarkDice Agreed.So tired of this nonsense . Soros must be elated.,joy
@Get_Quenched16 Attempts by Western degenerates 2 imply that DPRK stoops to levity will be met by devastating nuclear retaliation.,joy
"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help ðŸ˜‚ðŸ˜‚ #girlfriends #happy",joy
"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help ðŸ˜‚ðŸ˜‚ #girlfriends ",joy
Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor,joy
Could not be happier!! #happy,joy
Could not be happier!! ,joy
@joemrusso happy birthdayyyyyy pretty. Miss you!,joy
"ðŸƒWhen #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. ðŸƒ #quotes @Mind_Console",joy
"A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack",joy
Gen 8:21 NIVâ€”The Lord smelled the pleasing aroma and said in his heart: â€œNever again will Iâ€¦ lifelong depravity,joy
Such merriment &amp; laughter from @dadwroteaporno at @KingsPlace &amp; an instructional PowerPoint presentation.Well done to all concerned &amp; thanks,joy
But uncle buck is on tho . #UncleBuck #hilarious,joy
But uncle buck is on tho . #UncleBuck ,joy
"Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.",joy
"@ChrisLoesch @DLoesch Modern Day book-burning without all that awful guilt. Oh, and now with more gleeful social sharing for the a$$hats.",joy
âœ¨you make me happy @EthanDolan @GraysonDolanâœ¨,joy
"#IfIWerePresident \nMy goal would be for us all to be miserable, yet jovial in the Co. of others. U know, civil but with realization of self.",joy
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile",joy
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x33 ",joy
"Iniesta still the one player I idolize from Barca,a delight to watch I tell you",joy
"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",joy
"Well, this is cheery. #MrRobot",joy
@Gennneral thanks gen!! Love you miss you happy birthday natong duha ðŸ’˜ðŸ’˜,joy
#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst ,joy
#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst #happy,joy
@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor,joy
@ReginalTSquirge you could add a jaunty bow\nOr bells,joy
tweet tweet chirp chirp losers,joy
Be content .... Life is too short. #smiling,joy
Be content .... Life is too short. ,joy
